?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0020

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0020
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.166089 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 0.804638 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.012725 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 11.042275 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.001135 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 1.060264 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 0.360008 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.000022 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.098626 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 13.404731 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.194146 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 1.674446 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.000197 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 0.49101 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.577682 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.001286 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 101.887358 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 1.691612 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 81.461442 UNLIMITED
  Leipzig_Duesseldorf ( Leipzig Duesseldorf ) 1 0.00115 UNLIMITED
  Muenchen_Karlsruhe ( Muenchen Karlsruhe ) 1 1.165904 UNLIMITED
  Bremen_Frankfurt ( Bremen Frankfurt ) 1 77.78635 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.02517 UNLIMITED
  Frankfurt_Nuernberg ( Frankfurt Nuernberg ) 1 36.366152 UNLIMITED
  Ulm_Bremen ( Ulm Bremen ) 1 0.000169 UNLIMITED
  Nuernberg_Frankfurt ( Nuernberg Frankfurt ) 1 107.432207 UNLIMITED
  Ulm_Nuernberg ( Ulm Nuernberg ) 1 0.00168 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.48646 UNLIMITED
  Mannheim_Bremen ( Mannheim Bremen ) 1 0.00051 UNLIMITED
  Hannover_Frankfurt ( Hannover Frankfurt ) 1 213.701187 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 1.038592 UNLIMITED
  Stuttgart_Bremen ( Stuttgart Bremen ) 1 0.820498 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 0.004508 UNLIMITED
  Stuttgart_Dortmund ( Stuttgart Dortmund ) 1 1.330664 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 0.087479 UNLIMITED
  Hamburg_Nuernberg ( Hamburg Nuernberg ) 1 0.002948 UNLIMITED
  Ulm_Frankfurt ( Ulm Frankfurt ) 1 2.023139 UNLIMITED
  Bremen_Norden ( Bremen Norden ) 1 0.024674 UNLIMITED
  Berlin_Essen ( Berlin Essen ) 1 0.088243 UNLIMITED
  Leipzig_Berlin ( Leipzig Berlin ) 1 10.352572 UNLIMITED
  Karlsruhe_Leipzig ( Karlsruhe Leipzig ) 1 0.455906 UNLIMITED
  Leipzig_Koeln ( Leipzig Koeln ) 1 6.700651 UNLIMITED
  Berlin_Frankfurt ( Berlin Frankfurt ) 1 151.993894 UNLIMITED
  Duesseldorf_Dortmund ( Duesseldorf Dortmund ) 1 0.002124 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 8.530943 UNLIMITED
  Karlsruhe_Muenchen ( Karlsruhe Muenchen ) 1 0.000434 UNLIMITED
  Dortmund_Essen ( Dortmund Essen ) 1 0.047173 UNLIMITED
  Leipzig_Hamburg ( Leipzig Hamburg ) 1 1.009556 UNLIMITED
  Bremen_Muenchen ( Bremen Muenchen ) 1 4.687522 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 0.000246 UNLIMITED
  Bremen_Koeln ( Bremen Koeln ) 1 0.38846 UNLIMITED
  Muenchen_Bremen ( Muenchen Bremen ) 1 8.458316 UNLIMITED
  Berlin_Hamburg ( Berlin Hamburg ) 1 2.96607 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 0.421419 UNLIMITED
  Hannover_Nuernberg ( Hannover Nuernberg ) 1 2.397069 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 0.277047 UNLIMITED
  Frankfurt_Leipzig ( Frankfurt Leipzig ) 1 189.764589 UNLIMITED
  Hannover_Muenchen ( Hannover Muenchen ) 1 29.10978 UNLIMITED
  Muenchen_Dortmund ( Muenchen Dortmund ) 1 1.116669 UNLIMITED
  Ulm_Hannover ( Ulm Hannover ) 1 0.000033 UNLIMITED
  Berlin_Norden ( Berlin Norden ) 1 0.000017 UNLIMITED
  Stuttgart_Essen ( Stuttgart Essen ) 1 0.137032 UNLIMITED
  Hamburg_Muenchen ( Hamburg Muenchen ) 1 3.512017 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 0.564748 UNLIMITED
  Hamburg_Leipzig ( Hamburg Leipzig ) 1 8.035178 UNLIMITED
  Nuernberg_Dortmund ( Nuernberg Dortmund ) 1 0.035873 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 0.005113 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 114.992186 UNLIMITED
  Hamburg_Berlin ( Hamburg Berlin ) 1 0.473801 UNLIMITED
  Stuttgart_Norden ( Stuttgart Norden ) 1 0.000226 UNLIMITED
  Stuttgart_Karlsruhe ( Stuttgart Karlsruhe ) 1 2.204252 UNLIMITED
  Nuernberg_Norden ( Nuernberg Norden ) 1 0.000002 UNLIMITED
  Essen_Bremen ( Essen Bremen ) 1 0.26658 UNLIMITED
  Stuttgart_Duesseldorf ( Stuttgart Duesseldorf ) 1 0.008942 UNLIMITED
  Frankfurt_Essen ( Frankfurt Essen ) 1 23.720778 UNLIMITED
  Muenchen_Koeln ( Muenchen Koeln ) 1 7.286156 UNLIMITED
  Bremen_Dortmund ( Bremen Dortmund ) 1 0.060064 UNLIMITED
  Leipzig_Dortmund ( Leipzig Dortmund ) 1 0.592097 UNLIMITED
  Hamburg_Norden ( Hamburg Norden ) 1 0.00005 UNLIMITED
  Ulm_Mannheim ( Ulm Mannheim ) 1 0.000012 UNLIMITED
  Mannheim_Leipzig ( Mannheim Leipzig ) 1 4.027448 UNLIMITED
  Ulm_Koeln ( Ulm Koeln ) 1 0.001111 UNLIMITED
  Dortmund_Duesseldorf ( Dortmund Duesseldorf ) 1 0.000011 UNLIMITED
  Dortmund_Hamburg ( Dortmund Hamburg ) 1 47.343283 UNLIMITED
  Norden_Bremen ( Norden Bremen ) 1 0.062576 UNLIMITED
  Leipzig_Ulm ( Leipzig Ulm ) 1 0.001685 UNLIMITED
  Karlsruhe_Berlin ( Karlsruhe Berlin ) 1 0.05397 UNLIMITED
  Hamburg_Bremen ( Hamburg Bremen ) 1 0.090101 UNLIMITED
  Muenchen_Ulm ( Muenchen Ulm ) 1 0.007776 UNLIMITED
  Nuernberg_Duesseldorf ( Nuernberg Duesseldorf ) 1 0.000006 UNLIMITED
  Muenchen_Essen ( Muenchen Essen ) 1 0.271046 UNLIMITED
  Hamburg_Duesseldorf ( Hamburg Duesseldorf ) 1 0.000069 UNLIMITED
  Mannheim_Nuernberg ( Mannheim Nuernberg ) 1 0.006428 UNLIMITED
  Ulm_Stuttgart ( Ulm Stuttgart ) 1 0.000004 UNLIMITED
  Nuernberg_Leipzig ( Nuernberg Leipzig ) 1 31.520807 UNLIMITED
  Hannover_Duesseldorf ( Hannover Duesseldorf ) 1 0.191532 UNLIMITED
  Mannheim_Dortmund ( Mannheim Dortmund ) 1 0.001826 UNLIMITED
  Duesseldorf_Karlsruhe ( Duesseldorf Karlsruhe ) 1 0.001021 UNLIMITED
  Hannover_Dortmund ( Hannover Dortmund ) 1 15.550836 UNLIMITED
  Nuernberg_Mannheim ( Nuernberg Mannheim ) 1 0.002957 UNLIMITED
  Karlsruhe_Hannover ( Karlsruhe Hannover ) 1 0.014855 UNLIMITED
  Koeln_Berlin ( Koeln Berlin ) 1 0.918329 UNLIMITED
  Stuttgart_Ulm ( Stuttgart Ulm ) 1 0.005882 UNLIMITED
  Berlin_Stuttgart ( Berlin Stuttgart ) 1 0.117947 UNLIMITED
  Karlsruhe_Mannheim ( Karlsruhe Mannheim ) 1 0.022094 UNLIMITED
  Nuernberg_Hamburg ( Nuernberg Hamburg ) 1 0.005875 UNLIMITED
  Norden_Stuttgart ( Norden Stuttgart ) 1 0.000003 UNLIMITED
  Hannover_Hamburg ( Hannover Hamburg ) 1 7.343369 UNLIMITED
  Mannheim_Stuttgart ( Mannheim Stuttgart ) 1 32.154513 UNLIMITED
  Ulm_Essen ( Ulm Essen ) 1 0.000004 UNLIMITED
  Duesseldorf_Hamburg ( Duesseldorf Hamburg ) 1 0.00057 UNLIMITED
  Hamburg_Karlsruhe ( Hamburg Karlsruhe ) 1 0.043292 UNLIMITED
  Essen_Frankfurt ( Essen Frankfurt ) 1 28.78548 UNLIMITED
  Norden_Leipzig ( Norden Leipzig ) 1 0.089958 UNLIMITED
  Stuttgart_Muenchen ( Stuttgart Muenchen ) 1 0.829715 UNLIMITED
  Bremen_Stuttgart ( Bremen Stuttgart ) 1 0.007799 UNLIMITED
  Mannheim_Karlsruhe ( Mannheim Karlsruhe ) 1 0.395855 UNLIMITED
  Norden_Nuernberg ( Norden Nuernberg ) 1 0.000032 UNLIMITED
  Duesseldorf_Frankfurt ( Duesseldorf Frankfurt ) 1 3.972512 UNLIMITED
  Frankfurt_Berlin ( Frankfurt Berlin ) 1 71.181881 UNLIMITED
  Dortmund_Stuttgart ( Dortmund Stuttgart ) 1 0.001123 UNLIMITED
  Mannheim_Berlin ( Mannheim Berlin ) 1 0.119058 UNLIMITED
  Norden_Muenchen ( Norden Muenchen ) 1 0.01822 UNLIMITED
  Hamburg_Hannover ( Hamburg Hannover ) 1 7.258647 UNLIMITED
  Koeln_Karlsruhe ( Koeln Karlsruhe ) 1 4.338137 UNLIMITED
  Karlsruhe_Koeln ( Karlsruhe Koeln ) 1 0.004413 UNLIMITED
  Hannover_Stuttgart ( Hannover Stuttgart ) 1 0.684052 UNLIMITED
  Berlin_Leipzig ( Berlin Leipzig ) 1 40.334759 UNLIMITED
  Hannover_Koeln ( Hannover Koeln ) 1 22.183394 UNLIMITED
  Stuttgart_Frankfurt ( Stuttgart Frankfurt ) 1 71.272261 UNLIMITED
  Muenchen_Norden ( Muenchen Norden ) 1 0.004186 UNLIMITED
  Essen_Leipzig ( Essen Leipzig ) 1 10.326996 UNLIMITED
  Frankfurt_Hamburg ( Frankfurt Hamburg ) 1 75.800921 UNLIMITED
  Leipzig_Nuernberg ( Leipzig Nuernberg ) 1 0.300899 UNLIMITED
  Frankfurt_Hannover ( Frankfurt Hannover ) 1 77.156411 UNLIMITED
  Berlin_Mannheim ( Berlin Mannheim ) 1 0.019464 UNLIMITED
  Berlin_Nuernberg ( Berlin Nuernberg ) 1 0.300278 UNLIMITED
  Norden_Hamburg ( Norden Hamburg ) 1 0.000012 UNLIMITED
  Dortmund_Hannover ( Dortmund Hannover ) 1 5.774018 UNLIMITED
  Hamburg_Koeln ( Hamburg Koeln ) 1 5.073504 UNLIMITED
  Hannover_Leipzig ( Hannover Leipzig ) 1 33.572646 UNLIMITED
  Bremen_Ulm ( Bremen Ulm ) 1 0.000116 UNLIMITED
  Koeln_Duesseldorf ( Koeln Duesseldorf ) 1 0.00116 UNLIMITED
  Leipzig_Bremen ( Leipzig Bremen ) 1 2.172136 UNLIMITED
  Essen_Mannheim ( Essen Mannheim ) 1 0.000498 UNLIMITED
  Frankfurt_Dortmund ( Frankfurt Dortmund ) 1 56.901197 UNLIMITED
  Essen_Karlsruhe ( Essen Karlsruhe ) 1 0.022224 UNLIMITED
  Duesseldorf_Nuernberg ( Duesseldorf Nuernberg ) 1 0.0001 UNLIMITED
  Frankfurt_Ulm ( Frankfurt Ulm ) 1 0.198415 UNLIMITED
  Frankfurt_Mannheim ( Frankfurt Mannheim ) 1 10.831535 UNLIMITED
  Nuernberg_Bremen ( Nuernberg Bremen ) 1 0.087463 UNLIMITED
  Duesseldorf_Essen ( Duesseldorf Essen ) 1 0.001678 UNLIMITED
  Nuernberg_Ulm ( Nuernberg Ulm ) 1 0.000513 UNLIMITED
  Ulm_Karlsruhe ( Ulm Karlsruhe ) 1 0.000005 UNLIMITED
  Hannover_Norden ( Hannover Norden ) 1 0.076144 UNLIMITED
  Stuttgart_Mannheim ( Stuttgart Mannheim ) 1 7.36422 UNLIMITED
  Hannover_Bremen ( Hannover Bremen ) 1 6.008427 UNLIMITED
  Koeln_Ulm ( Koeln Ulm ) 1 0.025224 UNLIMITED
  Bremen_Essen ( Bremen Essen ) 1 0.058136 UNLIMITED
  Bremen_Mannheim ( Bremen Mannheim ) 1 0.041367 UNLIMITED
  Dortmund_Nuernberg ( Dortmund Nuernberg ) 1 0.057751 UNLIMITED
  Hamburg_Stuttgart ( Hamburg Stuttgart ) 1 0.001787 UNLIMITED
  Muenchen_Frankfurt ( Muenchen Frankfurt ) 1 77.219807 UNLIMITED
  Essen_Dortmund ( Essen Dortmund ) 1 0.045809 UNLIMITED
  Dortmund_Bremen ( Dortmund Bremen ) 1 0.455476 UNLIMITED
  Dortmund_Leipzig ( Dortmund Leipzig ) 1 24.976787 UNLIMITED
  Koeln_Frankfurt ( Koeln Frankfurt ) 1 220.624689 UNLIMITED
  Duesseldorf_Berlin ( Duesseldorf Berlin ) 1 0.005763 UNLIMITED
  Dortmund_Norden ( Dortmund Norden ) 1 0.000002 UNLIMITED
  Norden_Karlsruhe ( Norden Karlsruhe ) 1 0.000089 UNLIMITED
  Leipzig_Karlsruhe ( Leipzig Karlsruhe ) 1 1.254762 UNLIMITED
  Duesseldorf_Muenchen ( Duesseldorf Muenchen ) 1 0.065776 UNLIMITED
  Dortmund_Karlsruhe ( Dortmund Karlsruhe ) 1 0.859583 UNLIMITED
  Leipzig_Stuttgart ( Leipzig Stuttgart ) 1 0.232437 UNLIMITED
  Dortmund_Mannheim ( Dortmund Mannheim ) 1 0.000252 UNLIMITED
  Norden_Berlin ( Norden Berlin ) 1 0.003651 UNLIMITED
  Nuernberg_Karlsruhe ( Nuernberg Karlsruhe ) 1 0.033836 UNLIMITED
  Ulm_Leipzig ( Ulm Leipzig ) 1 0.044654 UNLIMITED
  Frankfurt_Bremen ( Frankfurt Bremen ) 1 58.219885 UNLIMITED
  Muenchen_Hannover ( Muenchen Hannover ) 1 4.266004 UNLIMITED
  Hamburg_Dortmund ( Hamburg Dortmund ) 1 0.952528 UNLIMITED
  Frankfurt_Stuttgart ( Frankfurt Stuttgart ) 1 21.455729 UNLIMITED
  Koeln_Stuttgart ( Koeln Stuttgart ) 1 63.696745 UNLIMITED
  Koeln_Essen ( Koeln Essen ) 1 0.307392 UNLIMITED
  Hamburg_Essen ( Hamburg Essen ) 1 0.002076 UNLIMITED
  Leipzig_Muenchen ( Leipzig Muenchen ) 1 40.238943 UNLIMITED
  Nuernberg_Muenchen ( Nuernberg Muenchen ) 1 11.686094 UNLIMITED
  Muenchen_Nuernberg ( Muenchen Nuernberg ) 1 0.892595 UNLIMITED
  Dortmund_Koeln ( Dortmund Koeln ) 1 1.123836 UNLIMITED
  Berlin_Ulm ( Berlin Ulm ) 1 0.000497 UNLIMITED
  Bremen_Duesseldorf ( Bremen Duesseldorf ) 1 0.001274 UNLIMITED
  Berlin_Karlsruhe ( Berlin Karlsruhe ) 1 0.679355 UNLIMITED
  Ulm_Berlin ( Ulm Berlin ) 1 0.000145 UNLIMITED
  Frankfurt_Duesseldorf ( Frankfurt Duesseldorf ) 1 7.772402 UNLIMITED
  Frankfurt_Norden ( Frankfurt Norden ) 1 0.456534 UNLIMITED
  Mannheim_Koeln ( Mannheim Koeln ) 1 0.178273 UNLIMITED
  Essen_Berlin ( Essen Berlin ) 1 0.041514 UNLIMITED
  Bremen_Karlsruhe ( Bremen Karlsruhe ) 1 0.01278 UNLIMITED
  Duesseldorf_Leipzig ( Duesseldorf Leipzig ) 1 0.372522 UNLIMITED
  Norden_Dortmund ( Norden Dortmund ) 1 0.000006 UNLIMITED
  Norden_Hannover ( Norden Hannover ) 1 0.071357 UNLIMITED
  Stuttgart_Berlin ( Stuttgart Berlin ) 1 10.637757 UNLIMITED
  Koeln_Hamburg ( Koeln Hamburg ) 1 19.396832 UNLIMITED
  Karlsruhe_Essen ( Karlsruhe Essen ) 1 0.000293 UNLIMITED
  Muenchen_Stuttgart ( Muenchen Stuttgart ) 1 0.177242 UNLIMITED
  Mannheim_Muenchen ( Mannheim Muenchen ) 1 0.295143 UNLIMITED
  Stuttgart_Hannover ( Stuttgart Hannover ) 1 22.822658 UNLIMITED
  Essen_Hannover ( Essen Hannover ) 1 2.183554 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
