?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0030

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0030
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Karlsruhe_Muenchen ( Karlsruhe Muenchen ) 1 0.014611 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 7.798218 UNLIMITED
  Dortmund_Essen ( Dortmund Essen ) 1 0.046514 UNLIMITED
  Leipzig_Hamburg ( Leipzig Hamburg ) 1 7.87953 UNLIMITED
  Bremen_Muenchen ( Bremen Muenchen ) 1 4.671051 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 0.00239 UNLIMITED
  Bremen_Koeln ( Bremen Koeln ) 1 0.489527 UNLIMITED
  Muenchen_Bremen ( Muenchen Bremen ) 1 1.704993 UNLIMITED
  Berlin_Hamburg ( Berlin Hamburg ) 1 5.337936 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 0.506865 UNLIMITED
  Hannover_Nuernberg ( Hannover Nuernberg ) 1 2.50151 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 0.213777 UNLIMITED
  Frankfurt_Leipzig ( Frankfurt Leipzig ) 1 184.086439 UNLIMITED
  Hannover_Muenchen ( Hannover Muenchen ) 1 31.548872 UNLIMITED
  Hamburg_Ulm ( Hamburg Ulm ) 1 0.000006 UNLIMITED
  Muenchen_Dortmund ( Muenchen Dortmund ) 1 4.009836 UNLIMITED
  Ulm_Hannover ( Ulm Hannover ) 1 0.000023 UNLIMITED
  Berlin_Norden ( Berlin Norden ) 1 0.00007 UNLIMITED
  Stuttgart_Essen ( Stuttgart Essen ) 1 0.329659 UNLIMITED
  Hamburg_Muenchen ( Hamburg Muenchen ) 1 3.650045 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 1.277135 UNLIMITED
  Hamburg_Leipzig ( Hamburg Leipzig ) 1 8.19181 UNLIMITED
  Nuernberg_Dortmund ( Nuernberg Dortmund ) 1 0.017602 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 0.006278 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 118.621364 UNLIMITED
  Hamburg_Berlin ( Hamburg Berlin ) 1 0.429434 UNLIMITED
  Stuttgart_Karlsruhe ( Stuttgart Karlsruhe ) 1 0.05659 UNLIMITED
  Nuernberg_Norden ( Nuernberg Norden ) 1 0.000008 UNLIMITED
  Stuttgart_Duesseldorf ( Stuttgart Duesseldorf ) 1 0.0093 UNLIMITED
  Essen_Bremen ( Essen Bremen ) 1 0.261876 UNLIMITED
  Frankfurt_Essen ( Frankfurt Essen ) 1 20.365759 UNLIMITED
  Bremen_Dortmund ( Bremen Dortmund ) 1 0.118018 UNLIMITED
  Muenchen_Koeln ( Muenchen Koeln ) 1 7.540911 UNLIMITED
  Leipzig_Dortmund ( Leipzig Dortmund ) 1 0.69956 UNLIMITED
  Hamburg_Norden ( Hamburg Norden ) 1 0.000057 UNLIMITED
  Ulm_Mannheim ( Ulm Mannheim ) 1 0.000002 UNLIMITED
  Mannheim_Leipzig ( Mannheim Leipzig ) 1 2.778352 UNLIMITED
  Ulm_Koeln ( Ulm Koeln ) 1 0.000712 UNLIMITED
  Dortmund_Duesseldorf ( Dortmund Duesseldorf ) 1 0.000032 UNLIMITED
  Dortmund_Hamburg ( Dortmund Hamburg ) 1 47.095701 UNLIMITED
  Norden_Bremen ( Norden Bremen ) 1 0.02907 UNLIMITED
  Leipzig_Ulm ( Leipzig Ulm ) 1 0.001345 UNLIMITED
  Karlsruhe_Berlin ( Karlsruhe Berlin ) 1 0.05458 UNLIMITED
  Hamburg_Bremen ( Hamburg Bremen ) 1 0.140663 UNLIMITED
  Muenchen_Ulm ( Muenchen Ulm ) 1 0.00792 UNLIMITED
  Nuernberg_Duesseldorf ( Nuernberg Duesseldorf ) 1 0.000363 UNLIMITED
  Muenchen_Essen ( Muenchen Essen ) 1 0.268835 UNLIMITED
  Hamburg_Duesseldorf ( Hamburg Duesseldorf ) 1 0.000063 UNLIMITED
  Mannheim_Nuernberg ( Mannheim Nuernberg ) 1 0.000422 UNLIMITED
  Ulm_Stuttgart ( Ulm Stuttgart ) 1 0.000006 UNLIMITED
  Nuernberg_Leipzig ( Nuernberg Leipzig ) 1 32.26582 UNLIMITED
  Hannover_Duesseldorf ( Hannover Duesseldorf ) 1 0.184868 UNLIMITED
  Mannheim_Dortmund ( Mannheim Dortmund ) 1 0.008163 UNLIMITED
  Duesseldorf_Karlsruhe ( Duesseldorf Karlsruhe ) 1 0.000086 UNLIMITED
  Mannheim_Essen ( Mannheim Essen ) 1 0.005287 UNLIMITED
  Hannover_Dortmund ( Hannover Dortmund ) 1 17.262913 UNLIMITED
  Nuernberg_Mannheim ( Nuernberg Mannheim ) 1 0.001463 UNLIMITED
  Karlsruhe_Hannover ( Karlsruhe Hannover ) 1 0.013229 UNLIMITED
  Koeln_Berlin ( Koeln Berlin ) 1 0.72301 UNLIMITED
  Stuttgart_Ulm ( Stuttgart Ulm ) 1 0.005737 UNLIMITED
  Berlin_Stuttgart ( Berlin Stuttgart ) 1 0.272281 UNLIMITED
  Karlsruhe_Mannheim ( Karlsruhe Mannheim ) 1 0.003841 UNLIMITED
  Nuernberg_Hamburg ( Nuernberg Hamburg ) 1 0.007505 UNLIMITED
  Hannover_Hamburg ( Hannover Hamburg ) 1 6.204292 UNLIMITED
  Mannheim_Stuttgart ( Mannheim Stuttgart ) 1 27.978235 UNLIMITED
  Duesseldorf_Hamburg ( Duesseldorf Hamburg ) 1 0.0068 UNLIMITED
  Hamburg_Karlsruhe ( Hamburg Karlsruhe ) 1 0.004773 UNLIMITED
  Essen_Frankfurt ( Essen Frankfurt ) 1 27.020115 UNLIMITED
  Norden_Leipzig ( Norden Leipzig ) 1 0.023395 UNLIMITED
  Stuttgart_Muenchen ( Stuttgart Muenchen ) 1 1.775045 UNLIMITED
  Bremen_Stuttgart ( Bremen Stuttgart ) 1 0.009683 UNLIMITED
  Mannheim_Karlsruhe ( Mannheim Karlsruhe ) 1 0.476547 UNLIMITED
  Norden_Nuernberg ( Norden Nuernberg ) 1 0.000098 UNLIMITED
  Duesseldorf_Frankfurt ( Duesseldorf Frankfurt ) 1 3.936189 UNLIMITED
  Frankfurt_Berlin ( Frankfurt Berlin ) 1 68.948641 UNLIMITED
  Dortmund_Stuttgart ( Dortmund Stuttgart ) 1 0.001601 UNLIMITED
  Mannheim_Berlin ( Mannheim Berlin ) 1 0.020845 UNLIMITED
  Norden_Muenchen ( Norden Muenchen ) 1 0.01813 UNLIMITED
  Hamburg_Hannover ( Hamburg Hannover ) 1 7.743107 UNLIMITED
  Koeln_Karlsruhe ( Koeln Karlsruhe ) 1 4.634188 UNLIMITED
  Karlsruhe_Koeln ( Karlsruhe Koeln ) 1 0.007834 UNLIMITED
  Hannover_Stuttgart ( Hannover Stuttgart ) 1 0.66024 UNLIMITED
  Berlin_Leipzig ( Berlin Leipzig ) 1 40.106643 UNLIMITED
  Hannover_Koeln ( Hannover Koeln ) 1 19.607589 UNLIMITED
  Stuttgart_Frankfurt ( Stuttgart Frankfurt ) 1 83.155817 UNLIMITED
  Muenchen_Norden ( Muenchen Norden ) 1 0.000481 UNLIMITED
  Essen_Leipzig ( Essen Leipzig ) 1 13.568858 UNLIMITED
  Frankfurt_Hamburg ( Frankfurt Hamburg ) 1 76.314207 UNLIMITED
  Leipzig_Nuernberg ( Leipzig Nuernberg ) 1 0.184888 UNLIMITED
  Frankfurt_Hannover ( Frankfurt Hannover ) 1 82.842078 UNLIMITED
  Berlin_Mannheim ( Berlin Mannheim ) 1 0.011292 UNLIMITED
  Berlin_Nuernberg ( Berlin Nuernberg ) 1 0.397024 UNLIMITED
  Norden_Hamburg ( Norden Hamburg ) 1 0.000733 UNLIMITED
  Dortmund_Hannover ( Dortmund Hannover ) 1 6.972672 UNLIMITED
  Hamburg_Koeln ( Hamburg Koeln ) 1 5.125493 UNLIMITED
  Bremen_Ulm ( Bremen Ulm ) 1 0.000223 UNLIMITED
  Hannover_Leipzig ( Hannover Leipzig ) 1 37.01204 UNLIMITED
  Koeln_Duesseldorf ( Koeln Duesseldorf ) 1 0.000321 UNLIMITED
  Leipzig_Bremen ( Leipzig Bremen ) 1 0.933592 UNLIMITED
  Essen_Mannheim ( Essen Mannheim ) 1 0.003248 UNLIMITED
  Frankfurt_Dortmund ( Frankfurt Dortmund ) 1 65.948099 UNLIMITED
  Essen_Karlsruhe ( Essen Karlsruhe ) 1 0.014095 UNLIMITED
  Duesseldorf_Nuernberg ( Duesseldorf Nuernberg ) 1 0.000183 UNLIMITED
  Frankfurt_Ulm ( Frankfurt Ulm ) 1 0.337166 UNLIMITED
  Frankfurt_Mannheim ( Frankfurt Mannheim ) 1 11.009452 UNLIMITED
  Nuernberg_Bremen ( Nuernberg Bremen ) 1 0.11095 UNLIMITED
  Duesseldorf_Essen ( Duesseldorf Essen ) 1 0.006629 UNLIMITED
  Nuernberg_Ulm ( Nuernberg Ulm ) 1 0.00528 UNLIMITED
  Ulm_Karlsruhe ( Ulm Karlsruhe ) 1 0.000004 UNLIMITED
  Hannover_Norden ( Hannover Norden ) 1 0.026226 UNLIMITED
  Hannover_Bremen ( Hannover Bremen ) 1 4.58222 UNLIMITED
  Stuttgart_Mannheim ( Stuttgart Mannheim ) 1 6.681361 UNLIMITED
  Koeln_Ulm ( Koeln Ulm ) 1 0.000726 UNLIMITED
  Bremen_Essen ( Bremen Essen ) 1 0.018394 UNLIMITED
  Bremen_Mannheim ( Bremen Mannheim ) 1 0.027533 UNLIMITED
  Dortmund_Nuernberg ( Dortmund Nuernberg ) 1 0.0431 UNLIMITED
  Hamburg_Stuttgart ( Hamburg Stuttgart ) 1 0.000767 UNLIMITED
  Muenchen_Frankfurt ( Muenchen Frankfurt ) 1 73.774314 UNLIMITED
  Essen_Dortmund ( Essen Dortmund ) 1 0.046189 UNLIMITED
  Dortmund_Bremen ( Dortmund Bremen ) 1 0.37273 UNLIMITED
  Dortmund_Leipzig ( Dortmund Leipzig ) 1 28.639144 UNLIMITED
  Koeln_Frankfurt ( Koeln Frankfurt ) 1 215.004928 UNLIMITED
  Duesseldorf_Berlin ( Duesseldorf Berlin ) 1 0.028895 UNLIMITED
  Dortmund_Norden ( Dortmund Norden ) 1 0.000017 UNLIMITED
  Norden_Karlsruhe ( Norden Karlsruhe ) 1 0.000204 UNLIMITED
  Duesseldorf_Muenchen ( Duesseldorf Muenchen ) 1 0.05311 UNLIMITED
  Leipzig_Karlsruhe ( Leipzig Karlsruhe ) 1 3.298759 UNLIMITED
  Dortmund_Karlsruhe ( Dortmund Karlsruhe ) 1 2.21386 UNLIMITED
  Leipzig_Stuttgart ( Leipzig Stuttgart ) 1 0.23405 UNLIMITED
  Dortmund_Mannheim ( Dortmund Mannheim ) 1 0.000531 UNLIMITED
  Norden_Berlin ( Norden Berlin ) 1 0.002554 UNLIMITED
  Nuernberg_Karlsruhe ( Nuernberg Karlsruhe ) 1 0.05826 UNLIMITED
  Ulm_Leipzig ( Ulm Leipzig ) 1 0.028351 UNLIMITED
  Frankfurt_Bremen ( Frankfurt Bremen ) 1 60.303336 UNLIMITED
  Muenchen_Hannover ( Muenchen Hannover ) 1 1.721113 UNLIMITED
  Hamburg_Dortmund ( Hamburg Dortmund ) 1 0.958797 UNLIMITED
  Frankfurt_Stuttgart ( Frankfurt Stuttgart ) 1 20.576558 UNLIMITED
  Koeln_Stuttgart ( Koeln Stuttgart ) 1 70.508274 UNLIMITED
  Koeln_Essen ( Koeln Essen ) 1 0.292046 UNLIMITED
  Hamburg_Essen ( Hamburg Essen ) 1 0.006118 UNLIMITED
  Leipzig_Muenchen ( Leipzig Muenchen ) 1 46.836684 UNLIMITED
  Nuernberg_Muenchen ( Nuernberg Muenchen ) 1 11.798236 UNLIMITED
  Muenchen_Nuernberg ( Muenchen Nuernberg ) 1 0.748817 UNLIMITED
  Berlin_Ulm ( Berlin Ulm ) 1 0.001028 UNLIMITED
  Dortmund_Koeln ( Dortmund Koeln ) 1 1.353203 UNLIMITED
  Bremen_Duesseldorf ( Bremen Duesseldorf ) 1 0.000979 UNLIMITED
  Ulm_Berlin ( Ulm Berlin ) 1 0.000203 UNLIMITED
  Berlin_Karlsruhe ( Berlin Karlsruhe ) 1 0.234605 UNLIMITED
  Frankfurt_Duesseldorf ( Frankfurt Duesseldorf ) 1 6.293475 UNLIMITED
  Frankfurt_Norden ( Frankfurt Norden ) 1 0.402662 UNLIMITED
  Mannheim_Koeln ( Mannheim Koeln ) 1 0.269687 UNLIMITED
  Essen_Berlin ( Essen Berlin ) 1 0.088621 UNLIMITED
  Bremen_Karlsruhe ( Bremen Karlsruhe ) 1 0.013989 UNLIMITED
  Duesseldorf_Leipzig ( Duesseldorf Leipzig ) 1 0.263894 UNLIMITED
  Norden_Dortmund ( Norden Dortmund ) 1 0.000044 UNLIMITED
  Norden_Hannover ( Norden Hannover ) 1 0.072343 UNLIMITED
  Stuttgart_Berlin ( Stuttgart Berlin ) 1 148.508514 UNLIMITED
  Koeln_Hamburg ( Koeln Hamburg ) 1 18.962576 UNLIMITED
  Karlsruhe_Essen ( Karlsruhe Essen ) 1 0.000164 UNLIMITED
  Muenchen_Stuttgart ( Muenchen Stuttgart ) 1 0.308786 UNLIMITED
  Mannheim_Muenchen ( Mannheim Muenchen ) 1 0.368523 UNLIMITED
  Stuttgart_Hannover ( Stuttgart Hannover ) 1 8.791151 UNLIMITED
  Essen_Hannover ( Essen Hannover ) 1 1.141159 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
