?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0005

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0005
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 0.96811 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.077344 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 11.791036 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.347172 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 1.142736 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 0.204261 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.000005 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.079282 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 16.449606 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.156345 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 1.619893 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.000904 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 3.70091 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.647666 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.00106 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 107.640079 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 1.235577 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 88.543795 UNLIMITED
  Leipzig_Duesseldorf ( Leipzig Duesseldorf ) 1 0.00884 UNLIMITED
  Muenchen_Karlsruhe ( Muenchen Karlsruhe ) 1 0.207723 UNLIMITED
  Bremen_Frankfurt ( Bremen Frankfurt ) 1 82.534733 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.059963 UNLIMITED
  Frankfurt_Nuernberg ( Frankfurt Nuernberg ) 1 36.132455 UNLIMITED
  Ulm_Bremen ( Ulm Bremen ) 1 0.000513 UNLIMITED
  Nuernberg_Frankfurt ( Nuernberg Frankfurt ) 1 114.53907 UNLIMITED
  Ulm_Nuernberg ( Ulm Nuernberg ) 1 0.002606 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.367205 UNLIMITED
  Mannheim_Bremen ( Mannheim Bremen ) 1 0.000803 UNLIMITED
  Hannover_Frankfurt ( Hannover Frankfurt ) 1 218.874275 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 1.085887 UNLIMITED
  Stuttgart_Bremen ( Stuttgart Bremen ) 1 1.83543 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 0.006744 UNLIMITED
  Karlsruhe_Duesseldorf ( Karlsruhe Duesseldorf ) 1 0.000021 UNLIMITED
  Stuttgart_Dortmund ( Stuttgart Dortmund ) 1 0.997434 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 0.057742 UNLIMITED
  Hamburg_Nuernberg ( Hamburg Nuernberg ) 1 0.001903 UNLIMITED
  Ulm_Frankfurt ( Ulm Frankfurt ) 1 1.84794 UNLIMITED
  Bremen_Norden ( Bremen Norden ) 1 0.037132 UNLIMITED
  Berlin_Essen ( Berlin Essen ) 1 0.137219 UNLIMITED
  Leipzig_Berlin ( Leipzig Berlin ) 1 10.345686 UNLIMITED
  Karlsruhe_Leipzig ( Karlsruhe Leipzig ) 1 0.417256 UNLIMITED
  Leipzig_Koeln ( Leipzig Koeln ) 1 5.326529 UNLIMITED
  Berlin_Frankfurt ( Berlin Frankfurt ) 1 171.149879 UNLIMITED
  Duesseldorf_Dortmund ( Duesseldorf Dortmund ) 1 0.004306 UNLIMITED
  Karlsruhe_Muenchen ( Karlsruhe Muenchen ) 1 0.000595 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 6.643792 UNLIMITED
  Dortmund_Essen ( Dortmund Essen ) 1 0.043953 UNLIMITED
  Leipzig_Hamburg ( Leipzig Hamburg ) 1 1.487595 UNLIMITED
  Bremen_Muenchen ( Bremen Muenchen ) 1 6.723051 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 0.000006 UNLIMITED
  Bremen_Koeln ( Bremen Koeln ) 1 0.589501 UNLIMITED
  Muenchen_Bremen ( Muenchen Bremen ) 1 2.126383 UNLIMITED
  Berlin_Hamburg ( Berlin Hamburg ) 1 3.399042 UNLIMITED
  Hannover_Nuernberg ( Hannover Nuernberg ) 1 2.193539 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 0.445703 UNLIMITED
  Karlsruhe_Norden ( Karlsruhe Norden ) 1 0.00001 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 0.178199 UNLIMITED
  Frankfurt_Leipzig ( Frankfurt Leipzig ) 1 205.070017 UNLIMITED
  Hannover_Muenchen ( Hannover Muenchen ) 1 28.17917 UNLIMITED
  Leipzig_Norden ( Leipzig Norden ) 1 0.000964 UNLIMITED
  Muenchen_Dortmund ( Muenchen Dortmund ) 1 5.845508 UNLIMITED
  Ulm_Hannover ( Ulm Hannover ) 1 0.000006 UNLIMITED
  Berlin_Norden ( Berlin Norden ) 1 0.000296 UNLIMITED
  Stuttgart_Essen ( Stuttgart Essen ) 1 0.14124 UNLIMITED
  Hamburg_Muenchen ( Hamburg Muenchen ) 1 3.692498 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 0.403661 UNLIMITED
  Hamburg_Leipzig ( Hamburg Leipzig ) 1 8.814654 UNLIMITED
  Nuernberg_Dortmund ( Nuernberg Dortmund ) 1 0.035349 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 0.001334 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 124.808396 UNLIMITED
  Hamburg_Berlin ( Hamburg Berlin ) 1 0.420122 UNLIMITED
  Stuttgart_Norden ( Stuttgart Norden ) 1 0.001884 UNLIMITED
  Stuttgart_Karlsruhe ( Stuttgart Karlsruhe ) 1 0.744572 UNLIMITED
  Nuernberg_Norden ( Nuernberg Norden ) 1 0.000003 UNLIMITED
  Norden_Mannheim ( Norden Mannheim ) 1 0.00007 UNLIMITED
  Stuttgart_Duesseldorf ( Stuttgart Duesseldorf ) 1 0.004847 UNLIMITED
  Essen_Bremen ( Essen Bremen ) 1 0.258946 UNLIMITED
  Frankfurt_Essen ( Frankfurt Essen ) 1 25.102069 UNLIMITED
  Muenchen_Koeln ( Muenchen Koeln ) 1 7.612808 UNLIMITED
  Bremen_Dortmund ( Bremen Dortmund ) 1 0.040264 UNLIMITED
  Leipzig_Dortmund ( Leipzig Dortmund ) 1 0.682287 UNLIMITED
  Hamburg_Norden ( Hamburg Norden ) 1 0.297566 UNLIMITED
  Ulm_Mannheim ( Ulm Mannheim ) 1 0.000008 UNLIMITED
  Mannheim_Leipzig ( Mannheim Leipzig ) 1 4.300629 UNLIMITED
  Ulm_Koeln ( Ulm Koeln ) 1 0.001352 UNLIMITED
  Dortmund_Duesseldorf ( Dortmund Duesseldorf ) 1 0.00034 UNLIMITED
  Dortmund_Hamburg ( Dortmund Hamburg ) 1 36.86564 UNLIMITED
  Norden_Bremen ( Norden Bremen ) 1 0.026177 UNLIMITED
  Leipzig_Ulm ( Leipzig Ulm ) 1 0.00235 UNLIMITED
  Karlsruhe_Berlin ( Karlsruhe Berlin ) 1 0.041832 UNLIMITED
  Hamburg_Bremen ( Hamburg Bremen ) 1 0.297622 UNLIMITED
  Muenchen_Ulm ( Muenchen Ulm ) 1 0.003896 UNLIMITED
  Nuernberg_Duesseldorf ( Nuernberg Duesseldorf ) 1 0.000402 UNLIMITED
  Muenchen_Essen ( Muenchen Essen ) 1 0.201531 UNLIMITED
  Hamburg_Duesseldorf ( Hamburg Duesseldorf ) 1 0.000055 UNLIMITED
  Ulm_Stuttgart ( Ulm Stuttgart ) 1 0.000008 UNLIMITED
  Mannheim_Nuernberg ( Mannheim Nuernberg ) 1 0.00242 UNLIMITED
  Nuernberg_Leipzig ( Nuernberg Leipzig ) 1 36.483214 UNLIMITED
  Hannover_Duesseldorf ( Hannover Duesseldorf ) 1 0.25639 UNLIMITED
  Mannheim_Dortmund ( Mannheim Dortmund ) 1 0.000575 UNLIMITED
  Duesseldorf_Karlsruhe ( Duesseldorf Karlsruhe ) 1 0.001093 UNLIMITED
  Mannheim_Essen ( Mannheim Essen ) 1 0.000008 UNLIMITED
  Hannover_Dortmund ( Hannover Dortmund ) 1 14.716789 UNLIMITED
  Nuernberg_Mannheim ( Nuernberg Mannheim ) 1 0.002405 UNLIMITED
  Karlsruhe_Hannover ( Karlsruhe Hannover ) 1 0.033343 UNLIMITED
  Koeln_Berlin ( Koeln Berlin ) 1 0.85147 UNLIMITED
  Stuttgart_Ulm ( Stuttgart Ulm ) 1 0.008466 UNLIMITED
  Berlin_Stuttgart ( Berlin Stuttgart ) 1 0.162825 UNLIMITED
  Karlsruhe_Mannheim ( Karlsruhe Mannheim ) 1 0.010827 UNLIMITED
  Nuernberg_Hamburg ( Nuernberg Hamburg ) 1 0.002901 UNLIMITED
  Norden_Stuttgart ( Norden Stuttgart ) 1 0.000015 UNLIMITED
  Hannover_Hamburg ( Hannover Hamburg ) 1 6.682562 UNLIMITED
  Mannheim_Stuttgart ( Mannheim Stuttgart ) 1 32.197233 UNLIMITED
  Duesseldorf_Hamburg ( Duesseldorf Hamburg ) 1 0.002265 UNLIMITED
  Essen_Frankfurt ( Essen Frankfurt ) 1 35.601902 UNLIMITED
  Hamburg_Karlsruhe ( Hamburg Karlsruhe ) 1 0.056673 UNLIMITED
  Norden_Leipzig ( Norden Leipzig ) 1 0.044056 UNLIMITED
  Stuttgart_Muenchen ( Stuttgart Muenchen ) 1 0.584614 UNLIMITED
  Bremen_Stuttgart ( Bremen Stuttgart ) 1 0.011294 UNLIMITED
  Mannheim_Karlsruhe ( Mannheim Karlsruhe ) 1 0.631554 UNLIMITED
  Norden_Nuernberg ( Norden Nuernberg ) 1 0.000038 UNLIMITED
  Duesseldorf_Frankfurt ( Duesseldorf Frankfurt ) 1 4.348625 UNLIMITED
  Frankfurt_Berlin ( Frankfurt Berlin ) 1 87.608789 UNLIMITED
  Dortmund_Stuttgart ( Dortmund Stuttgart ) 1 0.000724 UNLIMITED
  Mannheim_Berlin ( Mannheim Berlin ) 1 0.015458 UNLIMITED
  Norden_Muenchen ( Norden Muenchen ) 1 0.014675 UNLIMITED
  Hamburg_Hannover ( Hamburg Hannover ) 1 8.191546 UNLIMITED
  Norden_Ulm ( Norden Ulm ) 1 0.000004 UNLIMITED
  Koeln_Karlsruhe ( Koeln Karlsruhe ) 1 2.651902 UNLIMITED
  Karlsruhe_Koeln ( Karlsruhe Koeln ) 1 0.003367 UNLIMITED
  Hannover_Stuttgart ( Hannover Stuttgart ) 1 0.739128 UNLIMITED
  Berlin_Leipzig ( Berlin Leipzig ) 1 45.044592 UNLIMITED
  Hannover_Koeln ( Hannover Koeln ) 1 25.973077 UNLIMITED
  Stuttgart_Frankfurt ( Stuttgart Frankfurt ) 1 67.442006 UNLIMITED
  Muenchen_Norden ( Muenchen Norden ) 1 0.00426 UNLIMITED
  Essen_Leipzig ( Essen Leipzig ) 1 10.897416 UNLIMITED
  Frankfurt_Hamburg ( Frankfurt Hamburg ) 1 66.694443 UNLIMITED
  Leipzig_Nuernberg ( Leipzig Nuernberg ) 1 0.235035 UNLIMITED
  Frankfurt_Hannover ( Frankfurt Hannover ) 1 83.819152 UNLIMITED
  Berlin_Mannheim ( Berlin Mannheim ) 1 0.036233 UNLIMITED
  Berlin_Nuernberg ( Berlin Nuernberg ) 1 0.369982 UNLIMITED
  Norden_Hamburg ( Norden Hamburg ) 1 0.023756 UNLIMITED
  Dortmund_Hannover ( Dortmund Hannover ) 1 13.710658 UNLIMITED
  Hamburg_Koeln ( Hamburg Koeln ) 1 5.176264 UNLIMITED
  Bremen_Ulm ( Bremen Ulm ) 1 0.00817 UNLIMITED
  Hannover_Leipzig ( Hannover Leipzig ) 1 29.690725 UNLIMITED
  Koeln_Duesseldorf ( Koeln Duesseldorf ) 1 0.007816 UNLIMITED
  Leipzig_Bremen ( Leipzig Bremen ) 1 0.713018 UNLIMITED
  Essen_Mannheim ( Essen Mannheim ) 1 0.000001 UNLIMITED
  Frankfurt_Dortmund ( Frankfurt Dortmund ) 1 69.722863 UNLIMITED
  Essen_Karlsruhe ( Essen Karlsruhe ) 1 0.011612 UNLIMITED
  Duesseldorf_Nuernberg ( Duesseldorf Nuernberg ) 1 0.001735 UNLIMITED
  Frankfurt_Ulm ( Frankfurt Ulm ) 1 0.562202 UNLIMITED
  Frankfurt_Mannheim ( Frankfurt Mannheim ) 1 11.847559 UNLIMITED
  Nuernberg_Bremen ( Nuernberg Bremen ) 1 0.127941 UNLIMITED
  Duesseldorf_Essen ( Duesseldorf Essen ) 1 0.003122 UNLIMITED
  Nuernberg_Ulm ( Nuernberg Ulm ) 1 0.000605 UNLIMITED
  Ulm_Karlsruhe ( Ulm Karlsruhe ) 1 0.000012 UNLIMITED
  Hannover_Norden ( Hannover Norden ) 1 0.101971 UNLIMITED
  Hannover_Bremen ( Hannover Bremen ) 1 4.291604 UNLIMITED
  Stuttgart_Mannheim ( Stuttgart Mannheim ) 1 8.942793 UNLIMITED
  Koeln_Ulm ( Koeln Ulm ) 1 0.025224 UNLIMITED
  Bremen_Essen ( Bremen Essen ) 1 0.094461 UNLIMITED
  Bremen_Mannheim ( Bremen Mannheim ) 1 0.009566 UNLIMITED
  Dortmund_Nuernberg ( Dortmund Nuernberg ) 1 0.068106 UNLIMITED
  Hamburg_Stuttgart ( Hamburg Stuttgart ) 1 0.001099 UNLIMITED
  Muenchen_Frankfurt ( Muenchen Frankfurt ) 1 106.46129 UNLIMITED
  Essen_Dortmund ( Essen Dortmund ) 1 0.044377 UNLIMITED
  Dortmund_Bremen ( Dortmund Bremen ) 1 0.517627 UNLIMITED
  Dortmund_Leipzig ( Dortmund Leipzig ) 1 24.31592 UNLIMITED
  Koeln_Frankfurt ( Koeln Frankfurt ) 1 230.26333 UNLIMITED
  Duesseldorf_Berlin ( Duesseldorf Berlin ) 1 0.029892 UNLIMITED
  Dortmund_Norden ( Dortmund Norden ) 1 0.000803 UNLIMITED
  Norden_Karlsruhe ( Norden Karlsruhe ) 1 0.000092 UNLIMITED
  Leipzig_Karlsruhe ( Leipzig Karlsruhe ) 1 1.128523 UNLIMITED
  Duesseldorf_Muenchen ( Duesseldorf Muenchen ) 1 0.049686 UNLIMITED
  Dortmund_Karlsruhe ( Dortmund Karlsruhe ) 1 1.913887 UNLIMITED
  Leipzig_Stuttgart ( Leipzig Stuttgart ) 1 0.252364 UNLIMITED
  Dortmund_Mannheim ( Dortmund Mannheim ) 1 0.004884 UNLIMITED
  Norden_Berlin ( Norden Berlin ) 1 0.000319 UNLIMITED
  Nuernberg_Karlsruhe ( Nuernberg Karlsruhe ) 1 0.730291 UNLIMITED
  Ulm_Leipzig ( Ulm Leipzig ) 1 0.030583 UNLIMITED
  Frankfurt_Bremen ( Frankfurt Bremen ) 1 71.361942 UNLIMITED
  Muenchen_Hannover ( Muenchen Hannover ) 1 7.320458 UNLIMITED
  Hamburg_Dortmund ( Hamburg Dortmund ) 1 0.925829 UNLIMITED
  Frankfurt_Stuttgart ( Frankfurt Stuttgart ) 1 21.072164 UNLIMITED
  Koeln_Stuttgart ( Koeln Stuttgart ) 1 70.838321 UNLIMITED
  Koeln_Essen ( Koeln Essen ) 1 0.385874 UNLIMITED
  Hamburg_Essen ( Hamburg Essen ) 1 0.007519 UNLIMITED
  Nuernberg_Muenchen ( Nuernberg Muenchen ) 1 11.732431 UNLIMITED
  Leipzig_Muenchen ( Leipzig Muenchen ) 1 45.799012 UNLIMITED
  Norden_Essen ( Norden Essen ) 1 0.000004 UNLIMITED
  Muenchen_Nuernberg ( Muenchen Nuernberg ) 1 0.943928 UNLIMITED
  Dortmund_Koeln ( Dortmund Koeln ) 1 1.12465 UNLIMITED
  Berlin_Ulm ( Berlin Ulm ) 1 0.001119 UNLIMITED
  Bremen_Duesseldorf ( Bremen Duesseldorf ) 1 0.008727 UNLIMITED
  Berlin_Karlsruhe ( Berlin Karlsruhe ) 1 0.591944 UNLIMITED
  Ulm_Berlin ( Ulm Berlin ) 1 0.00202 UNLIMITED
  Frankfurt_Duesseldorf ( Frankfurt Duesseldorf ) 1 8.293709 UNLIMITED
  Frankfurt_Norden ( Frankfurt Norden ) 1 0.573519 UNLIMITED
  Mannheim_Koeln ( Mannheim Koeln ) 1 0.172312 UNLIMITED
  Essen_Berlin ( Essen Berlin ) 1 0.038121 UNLIMITED
  Bremen_Karlsruhe ( Bremen Karlsruhe ) 1 0.056886 UNLIMITED
  Duesseldorf_Leipzig ( Duesseldorf Leipzig ) 1 0.646906 UNLIMITED
  Norden_Dortmund ( Norden Dortmund ) 1 0.000092 UNLIMITED
  Norden_Hannover ( Norden Hannover ) 1 0.08188 UNLIMITED
  Stuttgart_Berlin ( Stuttgart Berlin ) 1 277.720214 UNLIMITED
  Koeln_Hamburg ( Koeln Hamburg ) 1 15.121133 UNLIMITED
  Karlsruhe_Essen ( Karlsruhe Essen ) 1 0.000147 UNLIMITED
  Muenchen_Stuttgart ( Muenchen Stuttgart ) 1 0.155954 UNLIMITED
  Mannheim_Muenchen ( Mannheim Muenchen ) 1 0.167372 UNLIMITED
  Stuttgart_Hannover ( Stuttgart Hannover ) 1 3.866016 UNLIMITED
  Essen_Hannover ( Essen Hannover ) 1 1.943945 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
