?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0000

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0000
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 57.392966 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 478.263114 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.00008 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.001468 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.017567 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.000713 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 1.252112 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 0.000731 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 5.956407 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 28.536164 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.149061 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 1.401109 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.004329 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 11.182081 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.578226 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 1.454631 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 0.170735 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.000813 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.294825 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 20.312157 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.292487 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 1.633112 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.00068 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 4.010659 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.659122 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.00234 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 105.720135 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 1.353471 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 86.746373 UNLIMITED
  Leipzig_Duesseldorf ( Leipzig Duesseldorf ) 1 0.034698 UNLIMITED
  Muenchen_Karlsruhe ( Muenchen Karlsruhe ) 1 0.219351 UNLIMITED
  Bremen_Frankfurt ( Bremen Frankfurt ) 1 83.394023 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.066101 UNLIMITED
  Frankfurt_Nuernberg ( Frankfurt Nuernberg ) 1 35.511203 UNLIMITED
  Ulm_Bremen ( Ulm Bremen ) 1 0.002921 UNLIMITED
  Nuernberg_Frankfurt ( Nuernberg Frankfurt ) 1 107.804636 UNLIMITED
  Ulm_Nuernberg ( Ulm Nuernberg ) 1 0.002188 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.383599 UNLIMITED
  Mannheim_Bremen ( Mannheim Bremen ) 1 0.000248 UNLIMITED
  Hannover_Frankfurt ( Hannover Frankfurt ) 1 211.238656 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 1.036196 UNLIMITED
  Stuttgart_Bremen ( Stuttgart Bremen ) 1 2.364877 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 0.007013 UNLIMITED
  Stuttgart_Dortmund ( Stuttgart Dortmund ) 1 1.107474 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 0.057372 UNLIMITED
  Hamburg_Nuernberg ( Hamburg Nuernberg ) 1 0.00162 UNLIMITED
  Ulm_Frankfurt ( Ulm Frankfurt ) 1 1.962127 UNLIMITED
  Bremen_Norden ( Bremen Norden ) 1 0.025892 UNLIMITED
  Berlin_Essen ( Berlin Essen ) 1 0.086774 UNLIMITED
  Leipzig_Berlin ( Leipzig Berlin ) 1 10.534064 UNLIMITED
  Karlsruhe_Leipzig ( Karlsruhe Leipzig ) 1 0.312891 UNLIMITED
  Leipzig_Koeln ( Leipzig Koeln ) 1 5.898427 UNLIMITED
  Berlin_Frankfurt ( Berlin Frankfurt ) 1 174.138905 UNLIMITED
  Duesseldorf_Dortmund ( Duesseldorf Dortmund ) 1 0.001901 UNLIMITED
  Karlsruhe_Muenchen ( Karlsruhe Muenchen ) 1 0.014778 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 7.740625 UNLIMITED
  Dortmund_Essen ( Dortmund Essen ) 1 0.072858 UNLIMITED
  Leipzig_Hamburg ( Leipzig Hamburg ) 1 3.580837 UNLIMITED
  Bremen_Muenchen ( Bremen Muenchen ) 1 5.340852 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 0.001962 UNLIMITED
  Bremen_Koeln ( Bremen Koeln ) 1 0.707176 UNLIMITED
  Muenchen_Bremen ( Muenchen Bremen ) 1 0.608842 UNLIMITED
  Berlin_Hamburg ( Berlin Hamburg ) 1 2.838691 UNLIMITED
  Hannover_Nuernberg ( Hannover Nuernberg ) 1 2.489711 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 0.574143 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 0.290232 UNLIMITED
  Hannover_Muenchen ( Hannover Muenchen ) 1 25.143181 UNLIMITED
  Frankfurt_Leipzig ( Frankfurt Leipzig ) 1 204.305488 UNLIMITED
  Leipzig_Norden ( Leipzig Norden ) 1 0.000246 UNLIMITED
  Hamburg_Ulm ( Hamburg Ulm ) 1 0.017687 UNLIMITED
  Muenchen_Dortmund ( Muenchen Dortmund ) 1 2.694008 UNLIMITED
  Ulm_Hannover ( Ulm Hannover ) 1 0.000019 UNLIMITED
  Berlin_Norden ( Berlin Norden ) 1 0.000122 UNLIMITED
  Stuttgart_Essen ( Stuttgart Essen ) 1 0.148495 UNLIMITED
  Hamburg_Muenchen ( Hamburg Muenchen ) 1 3.686833 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 0.601435 UNLIMITED
  Hamburg_Leipzig ( Hamburg Leipzig ) 1 9.501896 UNLIMITED
  Nuernberg_Dortmund ( Nuernberg Dortmund ) 1 0.038692 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 0.001568 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 113.319308 UNLIMITED
  Hamburg_Berlin ( Hamburg Berlin ) 1 0.384028 UNLIMITED
  Stuttgart_Norden ( Stuttgart Norden ) 1 0.000582 UNLIMITED
  Stuttgart_Karlsruhe ( Stuttgart Karlsruhe ) 1 0.173653 UNLIMITED
  Nuernberg_Norden ( Nuernberg Norden ) 1 0.000026 UNLIMITED
  Stuttgart_Duesseldorf ( Stuttgart Duesseldorf ) 1 0.002182 UNLIMITED
  Essen_Bremen ( Essen Bremen ) 1 0.356453 UNLIMITED
  Ulm_Dortmund ( Ulm Dortmund ) 1 0.000013 UNLIMITED
  Frankfurt_Essen ( Frankfurt Essen ) 1 24.571054 UNLIMITED
  Muenchen_Koeln ( Muenchen Koeln ) 1 56.500839 UNLIMITED
  Bremen_Dortmund ( Bremen Dortmund ) 1 0.064957 UNLIMITED
  Leipzig_Dortmund ( Leipzig Dortmund ) 1 0.684056 UNLIMITED
  Hamburg_Norden ( Hamburg Norden ) 1 0.158559 UNLIMITED
  Mannheim_Leipzig ( Mannheim Leipzig ) 1 2.964938 UNLIMITED
  Ulm_Koeln ( Ulm Koeln ) 1 0.001703 UNLIMITED
  Dortmund_Duesseldorf ( Dortmund Duesseldorf ) 1 0.000364 UNLIMITED
  Dortmund_Hamburg ( Dortmund Hamburg ) 1 46.644888 UNLIMITED
  Norden_Bremen ( Norden Bremen ) 1 0.02394 UNLIMITED
  Leipzig_Ulm ( Leipzig Ulm ) 1 0.011912 UNLIMITED
  Karlsruhe_Berlin ( Karlsruhe Berlin ) 1 0.014829 UNLIMITED
  Hamburg_Bremen ( Hamburg Bremen ) 1 0.909785 UNLIMITED
  Muenchen_Ulm ( Muenchen Ulm ) 1 0.011579 UNLIMITED
  Muenchen_Essen ( Muenchen Essen ) 1 0.17328 UNLIMITED
  Hamburg_Duesseldorf ( Hamburg Duesseldorf ) 1 0.000096 UNLIMITED
  Mannheim_Nuernberg ( Mannheim Nuernberg ) 1 0.025252 UNLIMITED
  Ulm_Stuttgart ( Ulm Stuttgart ) 1 0.000006 UNLIMITED
  Nuernberg_Leipzig ( Nuernberg Leipzig ) 1 34.681716 UNLIMITED
  Hannover_Duesseldorf ( Hannover Duesseldorf ) 1 0.20092 UNLIMITED
  Mannheim_Dortmund ( Mannheim Dortmund ) 1 0.000505 UNLIMITED
  Duesseldorf_Karlsruhe ( Duesseldorf Karlsruhe ) 1 0.000526 UNLIMITED
  Mannheim_Essen ( Mannheim Essen ) 1 0.003819 UNLIMITED
  Hannover_Dortmund ( Hannover Dortmund ) 1 16.583379 UNLIMITED
  Nuernberg_Mannheim ( Nuernberg Mannheim ) 1 0.001972 UNLIMITED
  Karlsruhe_Hannover ( Karlsruhe Hannover ) 1 0.014089 UNLIMITED
  Koeln_Berlin ( Koeln Berlin ) 1 0.956643 UNLIMITED
  Stuttgart_Ulm ( Stuttgart Ulm ) 1 0.001767 UNLIMITED
  Berlin_Stuttgart ( Berlin Stuttgart ) 1 0.124679 UNLIMITED
  Karlsruhe_Mannheim ( Karlsruhe Mannheim ) 1 0.068466 UNLIMITED
  Nuernberg_Hamburg ( Nuernberg Hamburg ) 1 0.00154 UNLIMITED
  Hannover_Hamburg ( Hannover Hamburg ) 1 6.566183 UNLIMITED
  Mannheim_Stuttgart ( Mannheim Stuttgart ) 1 34.266189 UNLIMITED
  Duesseldorf_Hamburg ( Duesseldorf Hamburg ) 1 0.002486 UNLIMITED
  Hamburg_Karlsruhe ( Hamburg Karlsruhe ) 1 0.071991 UNLIMITED
  Essen_Frankfurt ( Essen Frankfurt ) 1 33.807403 UNLIMITED
  Norden_Leipzig ( Norden Leipzig ) 1 0.044055 UNLIMITED
  Stuttgart_Muenchen ( Stuttgart Muenchen ) 1 0.551773 UNLIMITED
  Bremen_Stuttgart ( Bremen Stuttgart ) 1 0.013846 UNLIMITED
  Mannheim_Karlsruhe ( Mannheim Karlsruhe ) 1 0.378105 UNLIMITED
  Norden_Nuernberg ( Norden Nuernberg ) 1 0.000078 UNLIMITED
  Duesseldorf_Frankfurt ( Duesseldorf Frankfurt ) 1 4.210387 UNLIMITED
  Frankfurt_Berlin ( Frankfurt Berlin ) 1 69.843559 UNLIMITED
  Dortmund_Stuttgart ( Dortmund Stuttgart ) 1 0.003705 UNLIMITED
  Mannheim_Berlin ( Mannheim Berlin ) 1 0.031183 UNLIMITED
  Norden_Muenchen ( Norden Muenchen ) 1 0.026085 UNLIMITED
  Hamburg_Hannover ( Hamburg Hannover ) 1 8.09511 UNLIMITED
  Koeln_Karlsruhe ( Koeln Karlsruhe ) 1 2.711783 UNLIMITED
  Karlsruhe_Koeln ( Karlsruhe Koeln ) 1 0.008799 UNLIMITED
  Hannover_Stuttgart ( Hannover Stuttgart ) 1 0.651486 UNLIMITED
  Berlin_Leipzig ( Berlin Leipzig ) 1 46.194475 UNLIMITED
  Hannover_Koeln ( Hannover Koeln ) 1 20.33129 UNLIMITED
  Stuttgart_Frankfurt ( Stuttgart Frankfurt ) 1 57.866521 UNLIMITED
  Essen_Leipzig ( Essen Leipzig ) 1 11.096856 UNLIMITED
  Frankfurt_Hamburg ( Frankfurt Hamburg ) 1 62.781008 UNLIMITED
  Leipzig_Nuernberg ( Leipzig Nuernberg ) 1 0.220816 UNLIMITED
  Frankfurt_Hannover ( Frankfurt Hannover ) 1 81.747575 UNLIMITED
  Berlin_Mannheim ( Berlin Mannheim ) 1 0.088746 UNLIMITED
  Berlin_Nuernberg ( Berlin Nuernberg ) 1 0.390074 UNLIMITED
  Norden_Hamburg ( Norden Hamburg ) 1 0.013632 UNLIMITED
  Dortmund_Hannover ( Dortmund Hannover ) 1 7.01213 UNLIMITED
  Hamburg_Koeln ( Hamburg Koeln ) 1 4.992087 UNLIMITED
  Hannover_Leipzig ( Hannover Leipzig ) 1 28.276617 UNLIMITED
  Bremen_Ulm ( Bremen Ulm ) 1 0.000433 UNLIMITED
  Koeln_Duesseldorf ( Koeln Duesseldorf ) 1 0.017036 UNLIMITED
  Leipzig_Bremen ( Leipzig Bremen ) 1 0.646337 UNLIMITED
  Essen_Mannheim ( Essen Mannheim ) 1 0.000412 UNLIMITED
  Frankfurt_Dortmund ( Frankfurt Dortmund ) 1 67.929903 UNLIMITED
  Essen_Karlsruhe ( Essen Karlsruhe ) 1 0.007246 UNLIMITED
  Duesseldorf_Nuernberg ( Duesseldorf Nuernberg ) 1 0.001286 UNLIMITED
  Frankfurt_Ulm ( Frankfurt Ulm ) 1 0.599742 UNLIMITED
  Frankfurt_Mannheim ( Frankfurt Mannheim ) 1 12.74102 UNLIMITED
  Nuernberg_Bremen ( Nuernberg Bremen ) 1 0.121283 UNLIMITED
  Duesseldorf_Essen ( Duesseldorf Essen ) 1 0.003437 UNLIMITED
  Nuernberg_Ulm ( Nuernberg Ulm ) 1 0.000226 UNLIMITED
  Ulm_Karlsruhe ( Ulm Karlsruhe ) 1 0.000007 UNLIMITED
  Hannover_Norden ( Hannover Norden ) 1 0.061995 UNLIMITED
  Hannover_Bremen ( Hannover Bremen ) 1 9.041007 UNLIMITED
  Stuttgart_Mannheim ( Stuttgart Mannheim ) 1 1.180485 UNLIMITED
  Koeln_Ulm ( Koeln Ulm ) 1 0.026645 UNLIMITED
  Bremen_Essen ( Bremen Essen ) 1 0.041298 UNLIMITED
  Bremen_Mannheim ( Bremen Mannheim ) 1 0.003711 UNLIMITED
  Dortmund_Nuernberg ( Dortmund Nuernberg ) 1 0.073277 UNLIMITED
  Hamburg_Stuttgart ( Hamburg Stuttgart ) 1 0.00246 UNLIMITED
  Muenchen_Frankfurt ( Muenchen Frankfurt ) 1 98.294328 UNLIMITED
  Essen_Dortmund ( Essen Dortmund ) 1 0.036197 UNLIMITED
  Dortmund_Bremen ( Dortmund Bremen ) 1 0.285461 UNLIMITED
  Dortmund_Leipzig ( Dortmund Leipzig ) 1 25.868124 UNLIMITED
  Koeln_Frankfurt ( Koeln Frankfurt ) 1 236.474756 UNLIMITED
  Dortmund_Norden ( Dortmund Norden ) 1 0.000193 UNLIMITED
  Duesseldorf_Berlin ( Duesseldorf Berlin ) 1 0.006202 UNLIMITED
  Norden_Karlsruhe ( Norden Karlsruhe ) 1 0.000119 UNLIMITED
  Leipzig_Karlsruhe ( Leipzig Karlsruhe ) 1 1.833789 UNLIMITED
  Duesseldorf_Muenchen ( Duesseldorf Muenchen ) 1 0.054995 UNLIMITED
  Dortmund_Karlsruhe ( Dortmund Karlsruhe ) 1 0.533919 UNLIMITED
  Leipzig_Stuttgart ( Leipzig Stuttgart ) 1 0.292461 UNLIMITED
  Dortmund_Mannheim ( Dortmund Mannheim ) 1 0.000914 UNLIMITED
  Norden_Berlin ( Norden Berlin ) 1 0.000169 UNLIMITED
  Nuernberg_Karlsruhe ( Nuernberg Karlsruhe ) 1 0.275911 UNLIMITED
  Ulm_Leipzig ( Ulm Leipzig ) 1 0.041173 UNLIMITED
  Frankfurt_Bremen ( Frankfurt Bremen ) 1 75.673297 UNLIMITED
  Muenchen_Hannover ( Muenchen Hannover ) 1 6.611672 UNLIMITED
  Hamburg_Dortmund ( Hamburg Dortmund ) 1 0.923441 UNLIMITED
  Frankfurt_Stuttgart ( Frankfurt Stuttgart ) 1 23.408094 UNLIMITED
  Koeln_Stuttgart ( Koeln Stuttgart ) 1 74.163059 UNLIMITED
  Koeln_Essen ( Koeln Essen ) 1 0.448211 UNLIMITED
  Hamburg_Essen ( Hamburg Essen ) 1 0.008243 UNLIMITED
  Leipzig_Muenchen ( Leipzig Muenchen ) 1 44.86332 UNLIMITED
  Nuernberg_Muenchen ( Nuernberg Muenchen ) 1 10.50631 UNLIMITED
  Norden_Essen ( Norden Essen ) 1 0.000002 UNLIMITED
  Muenchen_Nuernberg ( Muenchen Nuernberg ) 1 1.020392 UNLIMITED
  Dortmund_Koeln ( Dortmund Koeln ) 1 1.074408 UNLIMITED
  Berlin_Ulm ( Berlin Ulm ) 1 0.000508 UNLIMITED
  Bremen_Duesseldorf ( Bremen Duesseldorf ) 1 0.009983 UNLIMITED
  Berlin_Karlsruhe ( Berlin Karlsruhe ) 1 0.565055 UNLIMITED
  Ulm_Berlin ( Ulm Berlin ) 1 0.001881 UNLIMITED
  Frankfurt_Duesseldorf ( Frankfurt Duesseldorf ) 1 8.399691 UNLIMITED
  Frankfurt_Norden ( Frankfurt Norden ) 1 0.707415 UNLIMITED
  Mannheim_Koeln ( Mannheim Koeln ) 1 0.205723 UNLIMITED
  Essen_Berlin ( Essen Berlin ) 1 0.066039 UNLIMITED
  Bremen_Karlsruhe ( Bremen Karlsruhe ) 1 0.121608 UNLIMITED
  Duesseldorf_Leipzig ( Duesseldorf Leipzig ) 1 0.331079 UNLIMITED
  Norden_Dortmund ( Norden Dortmund ) 1 0.000037 UNLIMITED
  Norden_Hannover ( Norden Hannover ) 1 0.091459 UNLIMITED
  Stuttgart_Berlin ( Stuttgart Berlin ) 1 41.384327 UNLIMITED
  Koeln_Hamburg ( Koeln Hamburg ) 1 12.988241 UNLIMITED
  Karlsruhe_Essen ( Karlsruhe Essen ) 1 0.007188 UNLIMITED
  Muenchen_Stuttgart ( Muenchen Stuttgart ) 1 0.218928 UNLIMITED
  Mannheim_Muenchen ( Mannheim Muenchen ) 1 0.210925 UNLIMITED
  Stuttgart_Hannover ( Stuttgart Hannover ) 1 5.680511 UNLIMITED
  Essen_Hannover ( Essen Hannover ) 1 1.958851 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
