shunt_voltage,bus_voltage_V,current_mA,power_mW,State,Attack
476,5.201,543,2460,idle,Backdoor
662,5.177,549,2860,charging,Backdoor
511,5.189,743,3940,charging,Backdoor
485,5.197,485,2520,idle,Backdoor
477,5.201,477,2500,idle,Backdoor
620,5.185,617,3400,idle,Backdoor
591,5.189,600,4520,charging,Backdoor
480,5.201,478,2620,idle,Backdoor
762,5.185,738,2860,charging,Backdoor
667,5.181,793,3800,charging,Backdoor
477,5.201,503,2620,idle,Backdoor
481,5.201,523,2560,idle,Backdoor
564,5.189,526,2720,charging,Backdoor
566,5.185,634,3280,charging,Backdoor
551,5.193,628,3400,charging,Backdoor
767,5.181,782,4260,charging,Backdoor
609,5.189,548,2860,charging,Backdoor
611,5.189,909,4720,charging,Backdoor
621,5.185,630,3280,idle,Backdoor
579,5.197,484,2520,idle,Backdoor
589,5.197,544,2660,charging,Backdoor
798,5.177,650,3380,charging,Backdoor
771,5.177,770,4120,charging,Backdoor
888,5.181,852,4040,charging,Backdoor
571,5.197,478,2420,idle,Backdoor
660,5.169,818,4060,charging,Backdoor
927,5.185,694,3580,charging,Backdoor
484,5.197,487,2500,idle,Backdoor
665,5.173,568,2940,idle,Backdoor
919,5.173,965,5020,charging,Backdoor
578,5.197,708,3680,charging,Backdoor
669,5.189,795,3940,charging,Backdoor
828,5.173,653,3380,charging,Backdoor
632,5.189,585,3040,idle,Backdoor
517,5.197,498,2920,idle,Backdoor
510,5.201,481,2500,idle,Backdoor
585,5.181,547,2860,charging,Backdoor
739,5.177,553,3020,charging,Backdoor
473,5.197,481,2500,idle,Backdoor
836,5.185,680,3440,charging,Backdoor
650,5.177,562,2920,charging,Backdoor
549,5.201,645,3340,charging,Backdoor
861,5.169,655,4000,charging,Backdoor
793,5.177,718,3760,charging,Backdoor
475,5.197,479,2500,idle,Backdoor
1011,5.177,738,3840,charging,Backdoor
649,5.177,585,2860,charging,Backdoor
519,5.185,637,3040,charging,Backdoor
529,5.193,481,2520,idle,Backdoor
518,5.185,749,4780,charging,Backdoor
839,5.165,755,3700,charging,Backdoor
547,5.193,729,3400,charging,Backdoor
477,5.201,477,2460,idle,Backdoor
900,5.165,731,4060,charging,Backdoor
478,5.201,478,2500,idle,Backdoor
796,5.177,780,3760,charging,Backdoor
530,5.193,693,3300,charging,Backdoor
471,5.201,473,2460,idle,Backdoor
480,5.197,477,2500,idle,Backdoor
751,5.181,921,3280,charging,Backdoor
527,5.197,575,3280,idle,Backdoor
659,5.181,660,3900,charging,Backdoor
475,5.201,481,2500,idle,Backdoor
654,5.181,954,4420,charging,Backdoor
608,5.193,649,2860,charging,Backdoor
673,5.173,692,2680,idle,Backdoor
778,5.173,691,3400,charging,Backdoor
544,5.189,636,3640,charging,Backdoor
831,5.181,618,3220,charging,Backdoor
561,5.193,711,3540,charging,Backdoor
531,5.197,577,3220,charging,Backdoor
602,5.185,662,3540,charging,Backdoor
776,5.173,727,3400,charging,Backdoor
509,5.197,482,2500,idle,Backdoor
587,5.189,719,2860,charging,Backdoor
478,5.197,481,2680,idle,Backdoor
510,5.193,539,2520,idle,Backdoor
874,5.189,543,2620,charging,Backdoor
554,5.193,523,2940,charging,Backdoor
652,5.185,641,2860,charging,Backdoor
591,5.193,513,2760,charging,Backdoor
546,5.193,562,3020,idle,Backdoor
1031,5.157,972,5240,charging,Backdoor
493,5.197,497,2580,idle,Backdoor
615,5.185,543,2820,charging,Backdoor
767,5.177,648,4040,charging,Backdoor
657,5.177,740,3860,charging,Backdoor
655,5.185,825,4360,charging,Backdoor
857,5.165,919,4660,charging,Backdoor
602,5.185,747,4360,charging,Backdoor
624,5.185,621,3220,idle,Backdoor
546,5.185,622,3400,charging,Backdoor
508,5.189,676,3500,charging,Backdoor
588,5.189,655,2820,charging,Backdoor
610,5.193,679,3240,charging,Backdoor
477,5.197,473,2460,idle,Backdoor
820,5.181,657,2860,charging,Backdoor
862,5.165,884,4720,charging,Backdoor
635,5.189,554,2680,charging,Backdoor
514,5.193,571,3380,charging,Backdoor
474,5.201,474,2500,idle,Backdoor
874,5.165,769,4000,charging,Backdoor
612,5.185,700,3960,charging,Backdoor
601,5.189,533,3040,charging,Backdoor
549,5.197,602,2980,charging,Backdoor
654,5.185,649,4000,charging,Backdoor
638,5.177,549,2860,charging,Backdoor
656,5.185,760,3900,charging,Backdoor
662,5.189,708,3680,charging,Backdoor
596,5.189,741,3480,charging,Backdoor
660,5.177,644,3340,charging,Backdoor
558,5.189,662,3800,charging,Backdoor
480,5.197,476,2460,idle,Backdoor
609,5.189,835,3440,charging,Backdoor
940,5.177,958,4940,charging,Backdoor
658,5.185,656,4840,charging,Backdoor
500,5.201,471,2460,idle,Backdoor
468,5.201,470,2460,idle,Backdoor
478,5.197,480,2500,idle,Backdoor
536,5.193,591,2860,charging,Backdoor
625,5.189,623,3220,idle,Backdoor
969,5.161,888,4780,charging,Backdoor
550,5.193,519,3040,charging,Backdoor
619,5.185,619,3220,idle,Backdoor
599,5.189,659,3400,charging,Backdoor
499,5.201,471,2460,idle,Backdoor
476,5.197,474,2460,idle,Backdoor
788,5.173,764,3940,charging,Backdoor
509,5.185,621,3860,charging,Backdoor
714,5.189,772,3960,charging,Backdoor
478,5.197,517,2680,idle,Backdoor
555,5.197,644,2860,charging,Backdoor
663,5.169,780,4000,charging,Backdoor
543,5.193,613,3280,charging,Backdoor
824,5.169,656,3640,charging,Backdoor
663,5.189,543,2860,charging,Backdoor
523,5.201,505,2940,idle,Backdoor
780,5.181,958,5020,charging,Backdoor
789,5.177,651,3380,charging,Backdoor
756,5.169,663,3760,charging,Backdoor
917,5.161,653,2860,charging,Backdoor
603,5.189,653,3400,charging,Backdoor
515,5.197,502,2580,charging,Backdoor
819,5.181,646,3380,charging,Backdoor
857,5.181,651,3380,charging,Backdoor
684,5.185,708,3500,charging,Backdoor
536,5.193,657,3340,idle,Backdoor
534,5.197,565,3300,charging,Backdoor
580,5.197,549,2860,idle,Backdoor
506,5.185,632,4620,charging,Backdoor
532,5.201,499,2620,charging,Backdoor
564,5.193,541,2820,idle,Backdoor
775,5.181,654,3380,charging,Backdoor
763,5.177,555,2980,charging,Backdoor
477,5.197,483,2660,idle,Backdoor
615,5.189,566,2940,charging,Backdoor
580,5.189,549,2980,charging,Backdoor
973,5.177,786,4000,charging,Backdoor
533,5.193,516,3080,charging,Backdoor
542,5.185,542,2980,charging,Backdoor
713,5.169,747,3960,charging,Backdoor
770,5.169,862,3860,charging,Backdoor
668,5.177,772,3300,charging,Backdoor
623,5.177,768,4060,charging,Backdoor
700,5.177,551,2680,charging,Backdoor
562,5.189,660,4460,charging,Backdoor
505,5.197,478,2500,idle,Backdoor
612,5.189,560,2780,charging,Backdoor
667,5.181,582,3040,charging,Backdoor
630,5.185,555,2880,charging,Backdoor
676,5.189,592,3040,idle,Backdoor
702,5.185,825,4260,charging,Backdoor
486,5.201,479,2500,idle,Backdoor
922,5.189,524,2720,charging,Backdoor
868,5.169,655,3400,charging,Backdoor
721,5.189,747,3400,charging,Backdoor
516,5.197,501,2620,charging,Backdoor
503,5.189,697,3600,charging,Backdoor
563,5.189,658,3900,charging,Backdoor
548,5.197,675,2980,charging,Backdoor
553,5.185,585,3680,charging,Backdoor
490,5.197,483,2520,idle,Backdoor
627,5.189,620,3240,idle,Backdoor
665,5.193,516,2680,charging,Backdoor
591,5.189,612,3700,charging,Backdoor
787,5.185,639,3800,charging,Backdoor
510,5.197,561,2920,idle,Backdoor
632,5.185,689,3180,idle,Backdoor
701,5.177,679,3180,charging,Backdoor
622,5.189,620,3220,idle,Backdoor
663,5.185,725,4480,charging,Backdoor
549,5.193,573,3640,charging,Backdoor
631,5.189,619,3220,idle,Backdoor
475,5.197,474,2520,idle,Backdoor
681,5.181,657,3380,charging,Backdoor
598,5.189,821,2880,charging,Backdoor
552,5.193,607,3220,charging,Backdoor
551,5.197,757,3280,charging,Backdoor
1025,5.161,784,4160,charging,Backdoor
757,5.181,667,3540,charging,Backdoor
795,5.185,757,3480,charging,Backdoor
536,5.197,558,3540,charging,Backdoor
742,5.185,666,3500,charging,Backdoor
612,5.185,526,2720,charging,Backdoor
655,5.177,551,2860,charging,Backdoor
834,5.193,563,2880,charging,Backdoor
511,5.197,503,2620,charging,Backdoor
477,5.197,471,2460,idle,Backdoor
765,5.197,547,2920,charging,Backdoor
658,5.189,700,4460,charging,Backdoor
986,5.165,714,5180,charging,Backdoor
553,5.193,513,3640,charging,Backdoor
482,5.201,512,2520,idle,Backdoor
572,5.193,599,2720,idle,Backdoor
649,5.173,839,4040,charging,Backdoor
670,5.193,535,2660,charging,Backdoor
668,5.181,784,3900,charging,Backdoor
775,5.185,677,3380,charging,Backdoor
773,5.165,869,4760,charging,Backdoor
703,5.189,600,3380,charging,Backdoor
481,5.197,476,2500,idle,Backdoor
772,5.165,653,4100,charging,Backdoor
555,5.193,562,3340,charging,Backdoor
652,5.185,656,3400,charging,Backdoor
686,5.181,688,3540,idle,Backdoor
936,5.169,916,4840,charging,Backdoor
562,5.193,665,3440,idle,Backdoor
471,5.201,477,2420,idle,Backdoor
563,5.193,546,2860,idle,Backdoor
549,5.197,549,2680,charging,Backdoor
920,5.177,665,2880,charging,Backdoor
838,5.177,809,4620,charging,Backdoor
672,5.185,547,2820,charging,Backdoor
517,5.193,593,2920,charging,Backdoor
535,5.201,476,2460,idle,Backdoor
615,5.185,729,3860,charging,Backdoor
622,5.173,869,4580,charging,Backdoor
773,5.189,548,2720,charging,Backdoor
852,5.165,831,4880,charging,Backdoor
545,5.193,552,2920,charging,Backdoor
758,5.185,652,3380,charging,Backdoor
686,5.193,660,2860,charging,Backdoor
840,5.165,985,5080,charging,Backdoor
768,5.173,678,3380,charging,Backdoor
509,5.201,485,2660,idle,Backdoor
482,5.201,480,2500,idle,Backdoor
480,5.197,479,2500,idle,Backdoor
715,5.185,552,2860,charging,Backdoor
710,5.185,792,4160,idle,Backdoor
544,5.197,481,2940,idle,Backdoor
998,5.169,705,3600,idle,Backdoor
655,5.185,622,3220,idle,Backdoor
649,5.185,806,4000,charging,Backdoor
500,5.197,473,2460,idle,Backdoor
665,5.185,550,2780,charging,Backdoor
662,5.189,632,3400,charging,Backdoor
473,5.201,470,2420,idle,Backdoor
475,5.201,480,2500,idle,Backdoor
622,5.185,841,4300,charging,Backdoor
807,5.181,908,4680,charging,Backdoor
473,5.201,478,2500,idle,Backdoor
490,5.201,476,2460,idle,Backdoor
553,5.181,540,2820,idle,Backdoor
981,5.157,971,4680,charging,Backdoor
474,5.201,477,2500,idle,Backdoor
484,5.201,485,2520,idle,Backdoor
680,5.177,621,2860,charging,Backdoor
545,5.197,487,2520,idle,Backdoor
779,5.173,692,3580,charging,Backdoor
609,5.185,554,2880,charging,Backdoor
522,5.201,528,2980,idle,Backdoor
546,5.197,502,2920,charging,Backdoor
537,5.193,698,3940,charging,Backdoor
477,5.197,478,2500,idle,Backdoor
552,5.189,549,3500,charging,Backdoor
476,5.197,478,2500,idle,Backdoor
830,5.169,654,3400,charging,Backdoor
746,5.173,673,3220,charging,Backdoor
754,5.177,644,3020,idle,Backdoor
669,5.177,651,4520,charging,Backdoor
780,5.185,651,3500,charging,Backdoor
510,5.197,471,2460,idle,Backdoor
593,5.185,614,4300,charging,Backdoor
522,5.189,678,3440,idle,Backdoor
543,5.193,569,2760,idle,Backdoor
545,5.197,602,3120,charging,Backdoor
685,5.185,687,3580,idle,Backdoor
647,5.189,722,3740,charging,Backdoor
484,5.197,484,2520,idle,Backdoor
862,5.169,958,4920,charging,Backdoor
758,5.185,660,3900,charging,Backdoor
650,5.189,688,3580,idle,Backdoor
476,5.201,475,2460,idle,Backdoor
684,5.173,668,3440,charging,Backdoor
477,5.201,475,2500,idle,Backdoor
905,5.173,834,3700,charging,Backdoor
478,5.201,475,2460,idle,Backdoor
849,5.185,686,3380,charging,Backdoor
762,5.173,703,3220,idle,Backdoor
660,5.181,761,4780,charging,Backdoor
655,5.173,950,3680,charging,Backdoor
785,5.185,630,3280,idle,Backdoor
632,5.185,759,4300,idle,Backdoor
606,5.189,612,3180,charging,Backdoor
683,5.189,513,2720,charging,Backdoor
547,5.193,560,2720,charging,Backdoor
653,5.193,548,2860,charging,Backdoor
678,5.189,640,3480,charging,Backdoor
607,5.197,644,3220,charging,Backdoor
511,5.197,511,2660,idle,Backdoor
659,5.185,906,3960,charging,Backdoor
539,5.197,630,2940,charging,Backdoor
779,5.173,617,3220,charging,Backdoor
674,5.181,825,5020,charging,Backdoor
901,5.185,641,3500,charging,Backdoor
928,5.189,518,2680,charging,Backdoor
554,5.193,607,3960,charging,Backdoor
486,5.201,481,2500,idle,Backdoor
476,5.197,476,2500,idle,Backdoor
521,5.189,668,3440,charging,Backdoor
675,5.173,770,4040,charging,Backdoor
546,5.193,531,2760,idle,Backdoor
552,5.193,633,3480,charging,Backdoor
593,5.189,749,2860,charging,Backdoor
587,5.185,735,3580,charging,Backdoor
651,5.193,717,3900,charging,Backdoor
886,5.169,653,3340,charging,Backdoor
610,5.197,597,3280,idle,Backdoor
915,5.165,943,4880,charging,Backdoor
502,5.201,478,2500,idle,Backdoor
737,5.193,516,2680,charging,Backdoor
758,5.177,553,3500,charging,Backdoor
727,5.177,802,5180,charging,Backdoor
853,5.185,668,4200,charging,Backdoor
911,5.173,946,3400,charging,Backdoor
588,5.193,688,3860,charging,Backdoor
550,5.189,564,3400,charging,Backdoor
704,5.189,740,2860,charging,Backdoor
624,5.189,624,3240,idle,Backdoor
477,5.197,477,2500,idle,Backdoor
815,5.185,649,3380,charging,Backdoor
478,5.201,477,2500,idle,Backdoor
485,5.197,475,2460,idle,Backdoor
643,5.189,623,3240,idle,Backdoor
472,5.197,467,2460,idle,Backdoor
622,5.193,868,2860,charging,Backdoor
770,5.177,758,3600,charging,Backdoor
512,5.185,597,3440,charging,Backdoor
551,5.193,546,2980,charging,Backdoor
582,5.189,647,3020,idle,Backdoor
618,5.189,618,3220,idle,Backdoor
837,5.177,673,3500,charging,Backdoor
921,5.173,831,4520,charging,Backdoor
644,5.189,650,2780,charging,Backdoor
975,5.161,825,5240,idle,Backdoor
549,5.181,547,2680,charging,Backdoor
509,5.189,571,3740,charging,Backdoor
562,5.193,616,3220,idle,Backdoor
666,5.177,841,4260,charging,Backdoor
662,5.181,548,3020,charging,Backdoor
657,5.189,550,2680,charging,Backdoor
707,5.189,526,2780,charging,Backdoor
916,5.169,905,4680,idle,Backdoor
472,5.201,473,2500,idle,Backdoor
551,5.197,586,3080,charging,Backdoor
487,5.201,481,2500,idle,Backdoor
477,5.201,474,2500,idle,Backdoor
508,5.185,680,3400,charging,Backdoor
716,5.185,795,4300,charging,Backdoor
708,5.181,657,4260,charging,Backdoor
959,5.165,764,3840,charging,Backdoor
737,5.177,649,3380,charging,Backdoor
737,5.185,721,4400,charging,Backdoor
839,5.185,654,3380,charging,Backdoor
761,5.177,557,2780,charging,Backdoor
921,5.169,953,4760,charging,Backdoor
752,5.181,766,3640,charging,Backdoor
680,5.185,681,3040,charging,Backdoor
766,5.177,885,4480,charging,Backdoor
576,5.181,620,2860,charging,Backdoor
616,5.197,777,3300,idle,Backdoor
581,5.193,563,3600,charging,Backdoor
519,5.185,575,2980,charging,Backdoor
478,5.197,534,2780,idle,Backdoor
990,5.177,754,3440,charging,Backdoor
710,5.177,615,3400,charging,Backdoor
485,5.197,609,3340,idle,Backdoor
649,5.189,891,4160,charging,Backdoor
828,5.173,831,4260,idle,Backdoor
613,5.193,538,2880,charging,Backdoor
487,5.201,478,2460,idle,Backdoor
478,5.197,476,2460,idle,Backdoor
645,5.189,667,3580,charging,Backdoor
605,5.193,546,2680,charging,Backdoor
516,5.189,710,3180,idle,Backdoor
556,5.181,553,2880,charging,Backdoor
479,5.197,502,2460,idle,Backdoor
658,5.185,755,3900,charging,Backdoor
614,5.189,882,3340,charging,Backdoor
654,5.189,664,3440,idle,Backdoor
522,5.201,627,2680,idle,Backdoor
614,5.189,501,2620,idle,Backdoor
818,5.177,623,3220,idle,Backdoor
703,5.181,746,3500,charging,Backdoor
882,5.173,660,3380,charging,Backdoor
548,5.193,627,2980,charging,Backdoor
630,5.189,819,3680,idle,Backdoor
543,5.197,653,2980,charging,Backdoor
481,5.197,476,2460,idle,Backdoor
502,5.201,476,2500,idle,Backdoor
521,5.193,557,3240,charging,Backdoor
637,5.189,725,3760,charging,Backdoor
557,5.197,509,3040,charging,Backdoor
550,5.197,583,3380,idle,Backdoor
685,5.193,519,2880,charging,Backdoor
520,5.193,681,3500,charging,Backdoor
480,5.201,476,2520,idle,Backdoor
756,5.177,548,2820,charging,Backdoor
638,5.189,617,3220,idle,Backdoor
547,5.197,541,3240,charging,Backdoor
657,5.173,735,3960,charging,Backdoor
689,5.181,710,3680,idle,Backdoor
661,5.173,783,3040,charging,Backdoor
739,5.197,545,2860,charging,Backdoor
621,5.185,631,3600,idle,Backdoor
848,5.161,947,4560,charging,Backdoor
612,5.189,606,3500,charging,Backdoor
759,5.169,722,3500,charging,Backdoor
565,5.193,666,3480,charging,Backdoor
623,5.189,622,3240,idle,Backdoor
487,5.201,538,2560,idle,Backdoor
811,5.177,641,3480,charging,Backdoor
635,5.177,873,3900,charging,Backdoor
830,5.181,715,4480,charging,Backdoor
478,5.197,479,2660,idle,Backdoor
521,5.197,653,3040,charging,Backdoor
534,5.197,565,3600,charging,Backdoor
752,5.185,840,4560,charging,Backdoor
552,5.189,535,2780,charging,Backdoor
630,5.193,541,2660,charging,Backdoor
615,5.189,636,3700,charging,Backdoor
546,5.197,509,3040,charging,Backdoor
618,5.189,617,3180,idle,Backdoor
834,5.173,867,4560,charging,Backdoor
944,5.161,929,4780,charging,Backdoor
610,5.193,691,3240,charging,Backdoor
701,5.181,668,4480,charging,Backdoor
623,5.189,671,3180,idle,Backdoor
655,5.185,869,2880,charging,Backdoor
510,5.189,680,3440,charging,Backdoor
655,5.169,779,4780,charging,Backdoor
665,5.181,916,3180,charging,Backdoor
724,5.181,572,3140,idle,Backdoor
745,5.193,532,2760,charging,Backdoor
624,5.189,625,3240,idle,Backdoor
620,5.189,685,3540,charging,Backdoor
728,5.177,777,3800,charging,Backdoor
615,5.181,551,3020,charging,Backdoor
824,5.185,821,3760,idle,Backdoor
616,5.189,620,3220,idle,Backdoor
635,5.189,626,3240,idle,Backdoor
617,5.189,616,3180,idle,Backdoor
877,5.169,913,4680,charging,Backdoor
619,5.185,755,3840,idle,Backdoor
541,5.197,510,2660,idle,Backdoor
555,5.197,624,3040,charging,Backdoor
810,5.193,689,3840,charging,Backdoor
581,5.185,728,3760,charging,Backdoor
612,5.185,663,3680,charging,Backdoor
477,5.197,519,3140,idle,Backdoor
892,5.169,871,4400,charging,Backdoor
547,5.197,562,2820,charging,Backdoor
753,5.185,625,2580,idle,Backdoor
682,5.185,660,4580,charging,Backdoor
573,5.193,554,3700,charging,Backdoor
544,5.185,546,2860,charging,Backdoor
819,5.185,654,3380,charging,Backdoor
553,5.193,544,2860,idle,Backdoor
560,5.193,585,3080,charging,Backdoor
791,5.177,664,3400,charging,Backdoor
693,5.169,773,4260,charging,Backdoor
777,5.173,679,3400,charging,Backdoor
629,5.169,550,3020,charging,Backdoor
529,5.197,562,3400,charging,Backdoor
633,5.189,639,3300,idle,Backdoor
493,5.201,477,2500,idle,Backdoor
639,5.189,719,2860,charging,Backdoor
705,5.189,549,2720,charging,Backdoor
541,5.193,627,2940,charging,Backdoor
470,5.201,470,2580,idle,Backdoor
713,5.189,816,4480,charging,Backdoor
475,5.197,481,2460,idle,Backdoor
928,5.173,700,3640,charging,Backdoor
834,5.193,523,2680,charging,Backdoor
648,5.185,665,3840,idle,Backdoor
921,5.185,655,3400,charging,Backdoor
637,5.189,793,3480,charging,Backdoor
700,5.193,556,3120,charging,Backdoor
619,5.177,551,2860,charging,Backdoor
616,5.185,658,3580,charging,Backdoor
548,5.197,544,3400,charging,Backdoor
589,5.197,523,2820,idle,Backdoor
614,5.189,783,3180,idle,Backdoor
548,5.193,695,3040,charging,Backdoor
662,5.177,830,4720,charging,Backdoor
658,5.185,666,4100,charging,Backdoor
552,5.193,674,3440,charging,Backdoor
816,5.173,826,4060,charging,Backdoor
735,5.193,519,2680,charging,Backdoor
656,5.185,799,4120,charging,Backdoor
505,5.201,476,2620,idle,Backdoor
549,5.193,505,2880,charging,Backdoor
909,5.189,635,3020,charging,Backdoor
614,5.185,747,3500,charging,Backdoor
628,5.177,951,4880,charging,Backdoor
478,5.201,550,2860,idle,Backdoor
725,5.177,748,5120,charging,Backdoor
530,5.189,622,4220,charging,Backdoor
689,5.173,703,3380,charging,Backdoor
678,5.177,691,3380,charging,Backdoor
474,5.197,481,2980,idle,Backdoor
854,5.161,729,4000,charging,Backdoor
473,5.201,499,2460,idle,Backdoor
705,5.185,693,3240,idle,Backdoor
573,5.197,710,3300,charging,Backdoor
546,5.197,545,3400,charging,Backdoor
621,5.189,652,3220,idle,Backdoor
551,5.193,614,3500,charging,Backdoor
735,5.181,729,3860,idle,Backdoor
543,5.197,593,3120,charging,Backdoor
516,5.189,572,2940,charging,Backdoor
491,5.189,533,2680,idle,Backdoor
549,5.197,734,2980,charging,Backdoor
690,5.189,637,3300,idle,Backdoor
673,5.185,743,4040,charging,Backdoor
535,5.197,653,3240,charging,Backdoor
667,5.197,490,2560,idle,Backdoor
582,5.193,561,3040,idle,Backdoor
654,5.185,654,3500,charging,Backdoor
547,5.189,658,3400,charging,Backdoor
495,5.197,473,2460,idle,Backdoor
471,5.201,470,2460,idle,Backdoor
587,5.193,501,2860,charging,Backdoor
724,5.185,551,2860,charging,Backdoor
744,5.181,726,3760,charging,Backdoor
480,5.201,476,2500,idle,Backdoor
628,5.189,621,3240,idle,Backdoor
759,5.185,576,2940,charging,Backdoor
691,5.173,646,3180,charging,Backdoor
525,5.181,615,3220,charging,Backdoor
484,5.201,547,2680,idle,Backdoor
556,5.193,556,2880,charging,Backdoor
549,5.185,696,2860,charging,Backdoor
653,5.185,858,4100,charging,Backdoor
924,5.173,931,4220,charging,Backdoor
477,5.197,476,2460,idle,Backdoor
473,5.201,472,2460,idle,Backdoor
943,5.177,790,3960,charging,Backdoor
533,5.197,597,2880,charging,Backdoor
547,5.193,592,3240,charging,Backdoor
554,5.193,596,3500,charging,Backdoor
970,5.169,811,4200,charging,Backdoor
732,5.181,744,3840,idle,Backdoor
519,5.197,520,3300,idle,Backdoor
474,5.197,590,2720,idle,Backdoor
618,5.185,623,3220,idle,Backdoor
639,5.185,637,3480,idle,Backdoor
601,5.181,539,3040,charging,Backdoor
486,5.201,479,2500,idle,Backdoor
1007,5.161,975,4940,charging,Backdoor
623,5.189,621,3220,idle,Backdoor
573,5.189,560,3120,charging,Backdoor
556,5.197,625,3240,charging,Backdoor
734,5.177,549,2860,charging,Backdoor
740,5.181,923,3180,charging,Backdoor
525,5.197,576,2560,idle,Backdoor
476,5.197,560,3220,idle,Backdoor
691,5.185,837,4360,charging,Backdoor
502,5.189,664,3080,charging,Backdoor
548,5.189,694,3680,charging,Backdoor
767,5.181,608,3140,charging,Backdoor
473,5.197,473,2460,idle,Backdoor
685,5.181,699,3600,charging,Backdoor
584,5.193,539,2820,idle,Backdoor
574,5.197,487,2520,idle,Backdoor
593,5.189,550,2860,charging,Backdoor
635,5.189,633,3280,idle,Backdoor
526,5.193,627,3400,idle,Backdoor
795,5.173,622,3300,charging,Backdoor
